X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,RESPONSE_TIME_MINUTES
397921.289999999,137783.52,24057928,2024-04-18 08:23:42+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 9TH STREET NW,397921.29,137783.52,2.0,2G,3.0,307.0,Cluster 7,004902 1,4902.0,Precinct 18,38.9079088435,-77.0239664272,,2024-04-18 08:00:00+00:00,2024-04-18 08:30:00+00:00,606076430,30.0
397084.270000003,141317.309999999,24061390,2024-04-24 22:36:38+00:00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF SHEPHERD STREET NW,397084.27,141317.31,4.0,4C,4.0,404.0,Cluster 18,002504 2,2504.0,Precinct 47,38.9397399713,-77.0336318346,,2024-04-24 22:18:00+00:00,2024-04-24 22:23:00+00:00,606076431,5.0
396919.710000001,138714.100000001,24423521,2024-10-09 11:21:20+00:00,DAY,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF CAROLINE STREET NW,396919.71,138714.1,2.0,2B,3.0,301.0,Cluster 6,004300 3,4300.0,Precinct 141,38.9162888833,-77.0355182884,,2024-09-20 16:35:00+00:00,2024-09-20 16:35:00+00:00,606076432,0.0
398530.899999999,142176.309999999,24108427,2024-07-15 20:24:13+00:00,EVENING,OTHERS,THEFT F/AUTO,312 - 399 BLOCK OF CRITTENDEN STREET NW,398530.9,142176.31,4.0,4D,4.0,407.0,Cluster 18,002202 2,2202.0,Precinct 55,38.9474816984,-77.0169473487,,2024-07-15 13:00:00+00:00,2024-07-15 15:30:00+00:00,606076433,150.0
392655.18,143120.260000002,24108998,2024-07-17 14:05:32+00:00,DAY,OTHERS,THEFT F/AUTO,4300 - 4399 BLOCK OF GARRISON STREET NW,392655.18,143120.26,3.0,3E,2.0,202.0,Cluster 11,001004 1,1004.0,Precinct 31,38.955955576,-77.0847389839,,2024-07-16 18:10:00+00:00,2024-07-16 18:20:00+00:00,606076434,10.0
394964.329999998,140772.690000001,24050309,2024-04-04 20:23:51+00:00,EVENING,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3.0,3C,2.0,203.0,Cluster 15,001304 1,1304.0,Precinct 34,38.9348242806,-77.0580805327,,2024-04-04 19:09:00+00:00,2024-04-04 20:07:00+00:00,606076452,58.0
397700.460000001,136611.23,24113498,2024-07-24 21:35:31+00:00,EVENING,OTHERS,BURGLARY,1000 - 1099 BLOCK OF F STREET NW,397700.46,136611.23,2.0,2C,4.0,,Cluster 8,005802 5,5802.0,Precinct 129,38.8973478904,-77.0265085554,DOWNTOWN,2024-07-24 19:32:00+00:00,2024-07-24 20:21:00+00:00,606076458,49.0
404632.560000002,137064.579999998,24132223,2024-08-28 01:23:06+00:00,EVENING,GUN,ASSAULT W/DANGEROUS WEAPON,770 - 899 BLOCK OF KENILWORTH TERRACE NE,404632.56,137064.58,7.0,7D,6.0,601.0,Cluster 30,009602 2,9602.0,Precinct 100,38.9014226307,-76.9465938869,,2024-08-27 22:38:00+00:00,2024-08-28 01:15:00+00:00,606076459,157.0
393653.789999999,139889.039999999,24420875,2024-03-06 16:01:15+00:00,DAY,OTHERS,THEFT/OTHER,2800 - 2899 BLOCK OF WISCONSIN AVENUE NW,393653.79,139889.04,3.0,3A,2.0,204.0,Cluster 14,000704 2,704.0,Precinct 28,38.9268556038,-77.0731878939,,2024-03-02 21:09:00+00:00,2024-03-03 02:14:00+00:00,606076464,305.0
394449.149999999,137479.059999999,24027702,2024-02-22 21:52:25+00:00,EVENING,OTHERS,THEFT/OTHER,3200 - 3275 BLOCK OF M STREET NW,394449.15,137479.06,2.0,2E,2.0,206.0,Cluster 4,000202 4,202.0,Precinct 6,38.9051510928,-77.0639958956,,2024-02-22 21:21:00+00:00,2024-02-22 21:30:00+00:00,606076467,9.0
400218.0,142805.199999999,24033030,2024-03-03 23:23:18+00:00,EVENING,OTHERS,THEFT/OTHER,5166 - 5199 BLOCK OF SOUTH DAKOTA AVENUE NE,400218.0,142805.2,5.0,5A,4.0,406.0,Cluster 19,009508 2,9508.0,Precinct 66,38.9531481131,-76.9974849801,,2024-03-02 15:50:00+00:00,2024-03-02 16:25:00+00:00,606076468,35.0
398008.009999998,136402.129999999,24037853,2024-03-13 02:25:30+00:00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 8TH STREET NW,398008.01,136402.13,2.0,2C,1.0,102.0,Cluster 8,005802 4,5802.0,Precinct 143,38.8954649922,-77.0229625853,DOWNTOWN,2024-03-12 12:15:00+00:00,2024-03-12 19:50:00+00:00,606076470,455.0
394020.93,143068.219999999,24090073,2024-06-13 21:13:20+00:00,EVENING,OTHERS,THEFT F/AUTO,36TH STREET NW AND GARRISON STREET NW,394020.9300084,143068.2200022,3.0,3F,2.0,203.0,Cluster 10,001301 2,1301.0,Precinct 138,38.9554971446,-77.0689815452,,2024-06-12 19:38:00+00:00,2024-06-12 19:48:00+00:00,606076471,10.0
398099.049999997,138288.760000002,24090063,2024-06-13 20:43:37+00:00,EVENING,OTHERS,THEFT/OTHER,1624 - 1699 BLOCK OF 7TH STREET NW,398099.05,138288.76,2.0,2G,3.0,307.0,Cluster 7,004901 1,4901.0,Precinct 21,38.9124606204,-77.0219183471,,2024-06-13 19:30:00+00:00,2024-06-13 20:00:00+00:00,606076478,30.0
401668.814000003,135209.914999999,24091753,2024-06-16 21:02:00+00:00,EVENING,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF 17TH STREET SE,401668.814047502,135209.915002906,7.0,7D,1.0,107.0,Cluster 26,006802 1,6802.0,Precinct 87,38.8847257464,-76.9807657082,,2024-06-16 03:30:00+00:00,2024-06-16 03:35:00+00:00,606076481,5.0
400638.145300001,135596.625100002,24062945,2024-04-27 19:25:41+00:00,EVENING,OTHERS,THEFT/OTHER,100 - 199 BLOCK OF 10TH STREET SE,400638.145342545,135596.625115264,6.0,6B,1.0,107.0,Cluster 26,006700 3,6700.0,Precinct 88,38.8882107302,-76.992644553,,2024-04-25 04:00:00+00:00,2024-04-25 22:30:00+00:00,606076487,1110.0
403165.090000004,134712.140000001,24044714,2024-03-25 13:58:58+00:00,DAY,OTHERS,BURGLARY,3010 - 3099 BLOCK OF G STREET SE,403165.09,134712.14,7.0,7B,6.0,605.0,Cluster 34,007709 1,7709.0,Precinct 132,38.880237484,-76.9635223369,,2024-03-25 10:47:00+00:00,2024-03-25 12:45:00+00:00,606076490,118.0
401972.833899997,135710.491500001,24015822,2024-01-31 22:54:36+00:00,EVENING,OTHERS,THEFT/OTHER,1 - 99 BLOCK OF 19TH STREET SE,401972.833855784,135710.49145137,7.0,7D,1.0,107.0,Cluster 26,006801 1,6801.0,Precinct 87,38.8892344991,-76.9772602224,,2024-01-23 21:17:00+00:00,2024-01-29 02:30:00+00:00,606076491,7513.0
397152.229999997,143201.280000001,24015840,2024-02-01 03:40:25+00:00,EVENING,OTHERS,THEFT/OTHER,5500 - 5599 BLOCK OF COLORADO AVENUE NW,397152.23,143201.28,4.0,4E,4.0,403.0,Cluster 18,002002 2,2002.0,Precinct 54,38.9567115175,-77.0328557631,,2024-01-31 22:47:00+00:00,2024-01-31 23:44:00+00:00,606076492,57.0
399823.159999996,137425.670000002,24017439,2024-02-04 02:47:15+00:00,EVENING,OTHERS,THEFT F/AUTO,1100 - 1199 BLOCK OF 3RD STREET NE,399823.16,137425.67,6.0,6C,5.0,501.0,Cluster 25,010602 4,10602.0,Precinct 144,38.9046876463,-77.0020387796,NOMA,2024-02-02 05:00:00+00:00,2024-02-03 23:19:00+00:00,606076493,2539.0
397162.700000003,141435.66,24017835,2024-02-05 03:51:26+00:00,EVENING,OTHERS,THEFT/OTHER,14TH STREET NW AND TAYLOR STREET NW,397162.69999532,141435.66000068,4.0,4C,4.0,404.0,Cluster 18,002504 1,2504.0,Precinct 47,38.9408063593,-77.0327276639,,2024-02-03 17:00:00+00:00,2024-02-04 18:30:00+00:00,606076494,1530.0
398469.82,134448.469999999,24018362,2024-02-05 17:24:22+00:00,DAY,OTHERS,THEFT/OTHER,900 - 1199 BLOCK OF 4TH STREET SW,398469.82,134448.47,6.0,6D,1.0,105.0,Cluster 9,010201 2,10201.0,Precinct 128,38.8778666066,-77.0176347386,SOUTHWEST,2024-02-05 12:11:00+00:00,2024-02-05 13:30:00+00:00,606076495,79.0
399690.43,137184.48,24144572,2024-09-19 03:53:35+00:00,MIDNIGHT,GUN,ROBBERY,K STREET NE AND 2ND STREET NE,399690.43001367,137184.47999674,6.0,6C,5.0,501.0,Cluster 25,010602 3,10602.0,Precinct 144,38.902514885,-77.0035689083,NOMA,2024-09-19 01:49:00+00:00,2024-09-19 01:55:00+00:00,606076500,6.0
400232.916299999,135255.095600002,24123923,2024-08-13 13:57:44+00:00,DAY,OTHERS,THEFT/OTHER,600 - 669 BLOCK OF PENNSYLVANIA AVENUE SE,400232.916286169,135255.095578947,6.0,6B,1.0,107.0,Cluster 26,006500 1,6500.0,Precinct 89,38.8851343032,-76.9973154556,CAPITOL HILL,2024-08-13 13:04:00+00:00,2024-08-13 13:24:00+00:00,606076523,20.0
402363.710000001,130873.460000001,24124330,2024-08-14 03:30:26+00:00,MIDNIGHT,GUN,ROBBERY,3400 - 3799 BLOCK OF 22ND STREET SE,402363.71,130873.46,8.0,8E,7.0,704.0,Cluster 38,007409 2,7409.0,Precinct 116,38.8456595779,-76.9727714366,,2024-08-14 01:25:00+00:00,2024-08-14 03:15:00+00:00,606076524,110.0
397162.060000002,140182.43,24073241,2024-05-16 17:44:56+00:00,DAY,OTHERS,BURGLARY,3100 - 3299 BLOCK OF 14TH STREET NW,397162.06,140182.43,1.0,1A,3.0,302.0,Cluster 2,002802 1,2802.0,Precinct 39,38.9295168861,-77.0327298633,,2024-05-16 10:32:00+00:00,2024-05-16 13:22:00+00:00,606076525,170.0
397474.359999999,137932.5,24012115,2024-01-25 08:13:50+00:00,MIDNIGHT,OTHERS,THEFT F/AUTO,19 - 89 BLOCK OF LOGAN CIRCLE NW,397474.36,137932.5,2.0,2F,3.0,307.0,Cluster 7,005004 2,5004.0,Precinct 17,38.9092497359,-77.0291198413,,2023-12-30 16:30:00+00:00,2023-12-31 19:00:00+00:00,606076526,1590.0
396492.049999997,139173.609999999,24012989,2024-01-27 03:08:14+00:00,EVENING,OTHERS,THEFT F/AUTO,1720 - 1739 BLOCK OF KALORAMA ROAD NW,396492.05,139173.61,1.0,1C,3.0,303.0,Cluster 1,003802 1,3802.0,Precinct 24,38.9204266969,-77.0404519088,,2024-01-26 22:15:00+00:00,2024-01-26 23:02:00+00:00,606076527,47.0
400720.509999998,140920.969999999,24108541,2024-07-15 22:47:45+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1000 - 1199 BLOCK OF PERRY STREET NE,400720.51,140920.97,5.0,5B,5.0,504.0,Cluster 20,009504 1,9504.0,Precinct 68,38.9361741664,-76.9916896075,,2024-07-15 15:00:00+00:00,2024-07-15 16:00:00+00:00,606076528,60.0
403516.7245,133455.8127,24133538,2024-08-31 14:36:57+00:00,DAY,OTHERS,THEFT/OTHER,3200 - 3299 BLOCK OF PENNSYLVANIA AVENUE SE,403516.724545217,133455.812729278,7.0,7B,6.0,605.0,Cluster 34,009901 2,9901.0,Precinct 109,38.8689186523,-76.9594761766,,2024-08-29 20:00:00+00:00,2024-08-29 20:05:00+00:00,606076534,5.0
397088.710000001,139298.699999999,24135919,2024-09-03 22:12:28+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1400 - 1499 BLOCK OF CHAPIN STREET NW,397088.71,139298.7,1.0,1B,3.0,304.0,Cluster 2,003701 2,3701.0,Precinct 23,38.9215557272,-77.033572058,,2024-09-03 19:25:00+00:00,2024-09-03 21:52:00+00:00,606076535,147.0
393788.280000001,143603.390000001,24110088,2024-07-18 17:37:11+00:00,DAY,OTHERS,THEFT F/AUTO,3700 - 3741 BLOCK OF KANAWHA STREET NW,393788.28,143603.39,3.0,3/4G,2.0,201.0,Cluster 10,001402 3,1402.0,Precinct 50,38.9603164794,-77.0716705142,,2024-07-18 14:30:00+00:00,2024-07-18 16:51:00+00:00,606076542,141.0
397329.840000004,138305.43,24014488,2024-01-29 18:51:32+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF R STREET NW,397329.84,138305.43,2.0,2F,3.0,307.0,Cluster 7,005001 2,5001.0,Precinct 16,38.9126087891,-77.0307875618,,2024-01-27 23:00:00+00:00,2024-01-29 17:00:00+00:00,606076563,2520.0
397000.789999999,140445.780000001,24126724,2024-08-18 12:20:21+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1400 - 1599 BLOCK OF MONROE STREET NW,397000.79,140445.78,1.0,1A,4.0,408.0,Cluster 2,002802 1,2802.0,Precinct 41,38.9318886881,-77.0345909353,,2024-08-18 01:32:00+00:00,2024-08-18 11:30:00+00:00,606076660,598.0
401014.270000003,134725.859999999,24152383,2024-10-02 12:35:45+00:00,DAY,OTHERS,THEFT/OTHER,700 - 799 BLOCK OF 13TH STREET SE,401014.27,134725.86,6.0,6B,1.0,106.0,Cluster 26,007100 2,7100.0,Precinct 91,38.8803661907,-76.9883105172,,2024-09-19 16:00:00+00:00,2024-10-02 12:30:00+00:00,606076661,18510.0
394964.329999998,140772.690000001,24033628,2024-03-04 23:06:34+00:00,EVENING,OTHERS,THEFT/OTHER,3319 - 3499 BLOCK OF CONNECTICUT AVENUE NW,394964.33,140772.69,3.0,3C,2.0,203.0,Cluster 15,001304 1,1304.0,Precinct 34,38.9348242806,-77.0580805327,,2024-03-04 22:47:00+00:00,2024-03-04 23:06:00+00:00,606076664,19.0
402735.340000004,132511.98,24034575,2024-03-06 19:14:15+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,2509 - 2720 BLOCK OF GOOD HOPE ROAD SE,402735.34,132511.98,7.0,7B,6.0,606.0,Cluster 35,007604 3,7604.0,Precinct 113,38.8604189946,-76.9684839594,,2024-03-06 17:20:00+00:00,2024-03-06 18:00:00+00:00,606076665,40.0
400846.285300002,135070.684999999,24007838,2024-01-16 18:46:35+00:00,DAY,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF 12TH STREET SE,400846.285278738,135070.685018776,6.0,6B,1.0,107.0,Cluster 26,006900 1,6900.0,Precinct 91,38.8834726857,-76.9902461199,,2024-01-16 17:40:00+00:00,2024-01-16 17:50:00+00:00,606076667,10.0
400840.659999996,139142.940000001,24044916,2024-03-25 18:19:09+00:00,DAY,OTHERS,THEFT/OTHER,1000 - 1249 BLOCK OF BRENTWOOD ROAD NE,400840.66,139142.94,5.0,5C,5.0,505.0,Cluster 22,009102 3,9102.0,Precinct 72,38.9201570109,-76.9903059701,,2024-03-25 17:52:00+00:00,2024-03-25 17:58:00+00:00,606076668,6.0
395499.25,139592.960000001,24091008,2024-06-15 16:39:04+00:00,DAY,OTHERS,THEFT/OTHER,2600 - 2649 BLOCK OF CONNECTICUT AVENUE NW,395499.25,139592.96,3.0,3C,4.0,,Cluster 15,000501 1,501.0,Precinct 136,38.9241998122,-77.0519031245,,2024-06-15 13:45:00+00:00,2024-06-15 14:29:00+00:00,606076669,44.0
399072.009999998,133326.879999999,24044310,2024-03-24 15:54:44+00:00,DAY,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF HALF STREET SW,399072.01,133326.88,6.0,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127,38.8677637155,-77.0106932154,CAPITOL RIVERFRONT,2024-03-23 12:00:00+00:00,2024-03-24 15:53:00+00:00,606076670,1673.0
401950.189999998,132982.98,24001558,2024-01-04 02:09:24+00:00,EVENING,OTHERS,ASSAULT W/DANGEROUS WEAPON,1953 - 2099 BLOCK OF 19TH PLACE SE,401950.19,132982.98,8.0,8A,7.0,701.0,Cluster 28,007504 1,7504.0,Precinct 114,38.8646640502,-76.9775289645,,2024-01-03 23:03:00+00:00,2024-01-04 00:26:00+00:00,606076671,83.0
397603.369999997,144181.510000002,24024063,2024-02-16 02:05:20+00:00,EVENING,OTHERS,THEFT/OTHER,6200 - 6299 BLOCK OF GEORGIA AVENUE NW,397603.37,144181.51,4.0,4B,4.0,402.0,Cluster 17,001901 3,1901.0,Precinct 59,38.9655430254,-77.0276542224,,2024-02-16 00:40:00+00:00,2024-02-16 00:43:00+00:00,606076672,3.0
399622.270000003,134352.620000001,24421569,2024-05-01 01:02:12+00:00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF NEW JERSEY AVENUE SE,399622.27,134352.62,8.0,8F,1.0,106.0,Cluster 27,007203 1,7203.0,Precinct 131,38.8770044023,-77.004353141,CAPITOL RIVERFRONT,2024-04-25 22:10:00+00:00,2024-04-25 22:21:00+00:00,606076673,11.0
398099.359999999,138387.309999999,24092392,2024-06-17 22:58:24+00:00,EVENING,OTHERS,THEFT/OTHER,1700 - 1799 BLOCK OF 7TH STREET NW,398099.36,138387.31,2.0,2G,3.0,308.0,Cluster 7,004801 2,4801.0,Precinct 21,38.9133483927,-77.0219150455,,2024-06-17 20:30:00+00:00,2024-06-17 21:00:00+00:00,606076678,30.0
397154.890000001,136928.190000001,24012299,2024-01-25 19:14:05+00:00,DAY,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF H STREET NW,397154.89,136928.19,2.0,2C,2.0,207.0,Cluster 8,010100 3,10100.0,Precinct 129,38.9002015837,-77.0327990701,DOWNTOWN,2024-01-25 12:45:00+00:00,2024-01-25 12:55:00+00:00,606076683,10.0
399756.939999998,137052.300000001,24132992,2024-08-29 15:28:01+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,200 - 299 BLOCK OF I STREET NE,399756.94,137052.3,6.0,6C,1.0,104.0,Cluster 25,010602 3,10602.0,Precinct 144,38.9013241815,-77.0028020946,,2024-08-28 20:30:00+00:00,2024-08-29 11:00:00+00:00,606076687,870.0
401701.350000001,136862.760000002,24149208,2024-09-26 20:20:10+00:00,EVENING,OTHERS,THEFT/OTHER,1516 - 1699 BLOCK OF BENNING ROAD NE,401701.35,136862.76,5.0,5D,5.0,507.0,Cluster 23,008904 1,8904.0,Precinct 79,38.8996151246,-76.9803866148,,2024-09-26 19:12:00+00:00,2024-09-26 19:43:00+00:00,606076701,31.0
397749.350000001,143732.75,24046061,2024-03-27 20:01:17+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,5800 - 5999 BLOCK OF 9TH STREET NW,397749.35,143732.75,4.0,4B,4.0,402.0,Cluster 17,001901 1,1901.0,Precinct 58,38.9615008694,-77.0259683162,,2024-03-27 19:09:00+00:00,2024-03-27 19:36:00+00:00,606076704,27.0
401004.766800001,131818.155200001,24018000,2024-02-05 02:24:25+00:00,EVENING,GUN,ROBBERY,2400 - 2599 BLOCK OF ELVANS ROAD SE,401004.766846885,131818.155159758,8.0,8B,7.0,703.0,Cluster 37,007406 2,7406.0,Precinct 118,38.8541724053,-76.9884242906,,2024-02-05 01:16:00+00:00,2024-02-05 03:02:00+00:00,606076707,106.0
400331.590000004,135045.75,24061114,2024-04-24 14:13:16+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,400 - 499 BLOCK OF 7TH STREET SE,400331.59,135045.75,6.0,6B,4.0,,Cluster 26,007000 2,7000.0,Precinct 90,38.8832484062,-76.996178264,CAPITOL HILL,2024-04-22 11:00:00+00:00,2024-04-23 21:30:00+00:00,606076711,2070.0
398943.608400002,133729.350000001,24422858,2024-08-14 22:01:48+00:00,EVENING,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF 1ST STREET SW,398943.608380973,133729.349977531,6.0,6D,1.0,105.0,Cluster 9,006400 2,6400.0,Precinct 127,38.8713891837,-77.0121734039,,2024-07-16 20:08:00+00:00,2024-07-17 04:30:00+00:00,606076713,502.0
393427.590000004,142225.16,24070099,2024-05-10 16:23:25+00:00,DAY,OTHERS,THEFT F/AUTO,3800 - 3899 BLOCK OF ALBEMARLE STREET NW,393427.59,142225.16,3.0,3E,2.0,202.0,Cluster 11,001200 3,1200.0,Precinct 33,38.9478983946,-77.0758189282,,2024-05-10 15:26:00+00:00,2024-05-10 15:38:00+00:00,606076716,12.0
405611.920000002,137581.420000002,24122754,2024-08-11 01:33:02+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4600 - 4629 BLOCK OF MEADE STREET NE,405611.92,137581.42,7.0,7C,6.0,602.0,Cluster 31,007806 2,7806.0,Precinct 93,38.9060727995,-76.9352991906,,2024-08-11 00:21:00+00:00,2024-08-11 01:02:00+00:00,606076720,41.0
400770.130000003,140681.989999998,24145959,2024-09-21 13:12:49+00:00,DAY,OTHERS,THEFT/OTHER,3600 - 3699 BLOCK OF 12TH STREET NE,400770.13,140681.99,5.0,5B,5.0,504.0,Cluster 22,009301 2,9301.0,Precinct 68,38.9340213208,-76.9911175566,,2024-09-21 12:42:00+00:00,2024-09-21 12:45:00+00:00,606076721,3.0
392059.159999996,142693.879999999,24097559,2024-06-26 19:13:39+00:00,EVENING,OTHERS,THEFT/OTHER,4600 - 4699 BLOCK OF DAVENPORT STREET NW,392059.16,142693.88,3.0,3E,2.0,202.0,Cluster 11,001003 2,1003.0,Precinct 31,38.9521094468,-77.0916104713,,2024-06-26 07:00:00+00:00,2024-06-26 14:00:00+00:00,606076730,420.0
401272.659999996,140439.260000002,24105136,2024-07-09 18:52:11+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,1400 - 1499 BLOCK OF LAWRENCE STREET NE,401272.66,140439.26,5.0,5B,5.0,504.0,Cluster 22,009301 4,9301.0,Precinct 73,38.931834151,-76.9853219797,,2024-07-09 18:09:00+00:00,2024-07-09 18:30:00+00:00,606076731,21.0
399612.049999997,137531.800000001,24144683,2024-09-19 12:45:19+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,100 - 208 BLOCK OF M STREET NE,399612.05,137531.8,6.0,6E,5.0,501.0,Cluster 25,010601 2,10601.0,Precinct 144,38.9056436347,-77.0044727163,NOMA,2024-09-18 23:00:00+00:00,2024-09-19 11:00:00+00:00,606076734,720.0
397200.909999996,139695.27,24078984,2024-05-26 08:33:46+00:00,MIDNIGHT,GUN,ROBBERY,2701 - 2798 BLOCK OF 14TH STREET NW,397200.91,139695.27,1.0,1A,3.0,304.0,Cluster 2,003600 2,3600.0,Precinct 36,38.925128521,-77.032279821,,2024-05-26 02:15:00+00:00,2024-05-26 03:24:00+00:00,606076735,69.0
400335.109999999,131003.329999998,24080421,2024-05-28 17:10:17+00:00,DAY,OTHERS,THEFT F/AUTO,2730 - 2899 BLOCK OF MARTIN LUTHER KING JR AVENUE SE,400335.11,131003.33,8.0,8C,7.0,703.0,Cluster 43,010400 3,10400.0,Precinct 119,38.8468326159,-76.9961396645,,2024-05-28 16:46:00+00:00,2024-05-28 17:10:00+00:00,606076736,24.0
400331.530000001,140225.02,24053268,2024-04-10 02:25:46+00:00,EVENING,OTHERS,MOTOR VEHICLE THEFT,3200 - 3299 BLOCK OF 7TH STREET NE,400331.53,140225.02,5.0,5F,5.0,502.0,Cluster 21,009201 2,9201.0,Precinct 74,38.9299050704,-76.9961764553,,2024-04-09 03:00:00+00:00,2024-04-10 02:13:00+00:00,606076737,1393.0
397904.399999999,140846.07,24062446,2024-04-26 20:45:37+00:00,EVENING,OTHERS,THEFT/OTHER,3639 - 3649 BLOCK OF GEORGIA AVENUE NW,397904.4,140846.07,1.0,1E,4.0,409.0,Cluster 2,003100 2,3100.0,Precinct 43,38.9354972411,-77.0241705089,,2024-04-26 20:04:00+00:00,2024-04-26 20:30:00+00:00,606076745,26.0
398054.399999999,143648.030000001,24075639,2024-05-20 17:54:17+00:00,DAY,GUN,ASSAULT W/DANGEROUS WEAPON,5800 - 5899 BLOCK OF 7TH STREET NW,398054.4,143648.03,4.0,4B,4.0,402.0,Cluster 17,001901 1,1901.0,Precinct 58,38.9607384188,-77.0224483661,,2024-05-20 16:08:00+00:00,2024-05-20 17:54:00+00:00,606076748,106.0
403540.413199998,135863.1556,24025909,2024-02-19 15:55:44+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,3300 - 3399 BLOCK OF AMES STREET NE,403540.413185238,135863.155643512,7.0,7D,6.0,603.0,Cluster 32,009604 1,9604.0,Precinct 101,38.8906048401,-76.9591908075,,2024-02-19 15:14:00+00:00,2024-02-19 15:55:00+00:00,606076749,41.0
400332.439999998,136990.370000001,24422666,2024-08-06 17:23:42+00:00,DAY,OTHERS,THEFT/OTHER,800 - 899 BLOCK OF 7TH STREET NE,400332.44,136990.37,6.0,6C,1.0,104.0,Cluster 25,010602 2,10602.0,Precinct 83,38.9007662647,-76.9961675264,,2024-07-21 23:25:00+00:00,2024-07-22 01:00:00+00:00,606076750,95.0
402178.600000001,132825.629999999,24017434,2024-02-04 00:50:41+00:00,EVENING,OTHERS,ROBBERY,1800 - 1899 BLOCK OF WOODMONT PLACE SE,402178.6,132825.63,8.0,8A,7.0,701.0,Cluster 28,007504 1,7504.0,Precinct 114,38.8632460401,-76.9748976123,,2024-02-03 20:51:00+00:00,2024-02-03 23:19:00+00:00,606076757,148.0
400181.759999998,139596.010000002,24140109,2024-09-11 12:37:50+00:00,DAY,OTHERS,THEFT F/AUTO,600 - 622 BLOCK OF EDGEWOOD STREET NE,400181.76,139596.01,5.0,5F,5.0,502.0,Cluster 21,009204 2,9204.0,Precinct 74,38.9242387947,-76.9979039234,,2024-09-10 16:30:00+00:00,2024-09-11 11:20:00+00:00,606076807,1130.0
403206.049999997,140690.829999998,24132052,2024-08-27 18:46:15+00:00,DAY,OTHERS,MOTOR VEHICLE THEFT,3112 - 3199 BLOCK OF NEWTON STREET NE,403206.05,140690.83,5.0,5B,5.0,503.0,Cluster 24,011100 2,11100.0,Precinct 71,38.9340954423,-76.9630223623,,2024-08-09 00:00:00+00:00,2024-08-11 20:30:00+00:00,606076816,4110.0
397063.060000002,139725.800000001,24016382,2024-02-02 00:02:55+00:00,EVENING,OTHERS,THEFT/OTHER,1400 - 1499 BLOCK OF GIRARD STREET NW,397063.06,139725.8,1.0,1A,3.0,304.0,Cluster 2,003702 2,3702.0,Precinct 36,38.925403095,-77.0338696729,,2024-02-01 22:44:00+00:00,2024-02-01 23:24:00+00:00,606076822,40.0
400544.380000003,138310.640000001,24017409,2024-02-04 04:18:57+00:00,MIDNIGHT,OTHERS,THEFT/OTHER,400 - 1229 BLOCK OF NEW YORK AVENUE NE,400544.38,138310.64,5.0,5D,5.0,501.0,Cluster 23,008803 2,8803.0,Precinct 76,38.91265961,-76.9937231684,,2024-02-03 20:20:00+00:00,2024-02-03 22:21:00+00:00,606076823,121.0
402978.361000001,131688.270500001,24127124,2024-08-19 08:37:52+00:00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,2966 - 3031 BLOCK OF 30TH STREET SE,402978.360960717,131688.270487637,8.0,8B,7.0,702.0,Cluster 36,007502 3,7502.0,Precinct 115,38.8529978798,-76.965687488,,2024-08-19 03:17:00+00:00,2024-08-19 03:35:00+00:00,606076828,18.0
400088.890000001,137319.079999998,24053415,2024-04-10 11:47:38+00:00,DAY,GUN,ROBBERY,500 - 599 BLOCK OF L STREET NE,400088.89,137319.08,6.0,6C,5.0,501.0,Cluster 25,010602 4,10602.0,Precinct 83,38.9037274594,-76.9989752054,,2024-04-10 09:36:00+00:00,2024-04-10 11:00:00+00:00,606076829,84.0
